,Unnamed: 0,Artist Name,Track Name,Popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_in min/ms,time_signature,Class
3814,3814,Afterglow,Ephemeral,42.0,0.54,0.934,4.0,-5.232,1,0.0612,3.26e-05,0.000261,0.405,0.494,115.061,246000.0,4,8
9031,9031,Refused,REV001,32.0,0.557,0.854,9.0,-5.878,0,0.0503,0.00467,0.00409,0.592,0.399,101.968,190267.0,4,10
6928,6928,Alberta Adams,Messin' Around With The Blues,11.0,0.581,0.354,5.0,-8.996,0,0.0505,0.738,0.0109,0.136,0.167,82.861,387867.0,3,2
986,986,The Peterson Brothers,Lose a Good Thing,35.0,0.641,0.646,8.0,-5.987,1,0.0231,0.0166,0.662,0.127,0.313,94.007,329511.0,4,2
4908,4908,Pearl Jam,Yellow Ledbetter,70.0,0.504,0.354,4.0,-11.3,1,0.0339,0.29,4.71e-06,0.157,0.292,140.87,303587.0,4,10
13613,13613,Catey Shaw,Brandy (You're a Fine Girl),52.0,0.841,0.26,11.0,-15.331,0,0.0565,0.686,0.1775619253660327,0.155,0.658,114.162,3.46998333,4,0
1155,1155,Big Spring,Keep The Lights On Me,38.0,0.445,0.886,7.0,-6.592,1,0.0647,0.00158,5.44e-06,0.0424,0.382,81.37,227262.0,4,10
7596,7596,Eddy Raven,I Got Mexico,44.0,0.82,0.529,6.0,-10.08,0,0.0385,0.366,0.1775619253660327,0.09,0.853,112.114,2.441116667,4,4
13472,13472,John Lee Hooker,Boogie Chillen,54.0,0.679,0.367,4.0,-6.946,1,0.0534,0.857,0.0181,0.103,0.406,148.959,189640.0,4,2
9659,9659,"Mohammed Rafi, Mukesh",Saat Ajube Is Duniya Mein,24.0,0.32,0.609,5.0,-9.543,0,0.0762,0.717,0.00135,0.593,0.598,171.3,6.127116667,4,3
2489,2489,Cream,Sunshine Of Your Love,68.0,0.684,0.481,2.0,-12.59,1,0.0384,0.475,6.57e-05,0.118,0.784,115.078,250000.0,4,6
1478,1478,VVV [Trippin'you],Invierno Nuclear,37.0,0.532,0.836,9.0,-7.683,0,0.0359,0.0179,0.000772,0.0873,0.184,139.997,274000.0,3,6
4315,4315,Richie Havens,Here Comes The Sun,56.0,0.698,0.643,2.0,-16.985,1,0.0649,0.803,0.0799,0.704,0.714,128.22,4.23333333,4,0
2537,2537,The Breeders,Cannonball,66.0,0.502,0.758,3.0,-9.76,1,0.0407,0.00915,0.783,0.284,0.729,112.499,213693.0,4,6
8569,8569,Alabama,Tennessee River,47.0,0.392,0.608,2.0,-9.797,1,0.0719,0.289,9.97e-05,0.261,0.565,95.381,3.052,4,4
16624,16624,The Beatles,In My Life - Remastered 2009,73.0,0.688,0.435,9.0,-11.359,1,0.0323,0.449,0.1775619253660327,0.113,0.435,103.239,146333.0,4,10
12035,12035,Ralph Castelli,Running,40.0,0.854,0.578,5.952446502315104,-8.786,0,0.053,0.143,0.346,0.0732,0.891,136.019,158988.0,4,9
4755,4755,Jacco Gardner,Find Yourself,35.0,0.579,0.74,10.0,-5.926,0,0.0277,0.0164,0.653,0.0996,0.752,150.02,214176.0,4,6
17594,17594,Synapson,Toujours (feat. Tim Dup & Lass),44.0,0.782,0.618,3.0,-9.434,1,0.068,0.475,6.96e-05,0.117,0.502,130.009,201231.0,4,6
311,311,Tori Harper,After Dark,46.0,0.647,0.512,11.0,-8.479,1,0.0381,0.856,0.1775619253660327,0.134,0.0716,111.957,4.13833333,4,0
7142,7142,Bob Dylan,Like a Rolling Stone,74.0,0.482,0.721,5.952446502315104,-6.839,1,0.0321,0.731,0.1775619253660327,0.189,0.557,95.263,369600.0,4,10
11045,11045,Concha Piquer,A la lima y al limón - Remastered,27.0,0.554,0.395,5.952446502315104,-11.648,1,0.107,0.967,5.95e-05,0.378,0.765,82.882,195779.0,4,9
3466,3466,BANNERS,Someone To You,79.0,0.52,0.903,2.0,-5.497,1,0.042,0.00517,0.1775619253660327,0.254,0.652,74.988,219801.0,4,9
17774,17774,Talibah Safiya,Animal Kingdom,35.0,0.719,0.625,8.0,-11.06,1,0.0441,0.116,0.000401,0.0314,0.791,121.672,214728.0,4,1
16065,16065,Mott The Hoople,Jerkin' Crocus,24.0,0.493,0.857,2.0,-6.281,1,0.0382,0.0808,0.1775619253660327,0.265,0.901,128.407,240800.0,4,2
16559,16559,Freddie King,Stumble,52.0,0.678,0.612,4.0,-9.764,1,0.0339,0.101,0.318,0.164,0.857,118.381,216627.0,4,2
17957,17957,Johnny Cash,Folsom Prison Blues,69.0,0.621,0.524,5.952446502315104,-15.269,1,0.0803,0.0652,0.00199,0.893,0.889,110.586,162653.0,4,10
4624,4624,Boysetsfire,Empire,42.0,0.515,0.875,5.0,-3.061,1,0.065,0.0109,0.1775619253660327,0.455,0.383,107.603,219360.0,4,10
4931,4931,El-P,Flyentology,29.0,0.57,0.903,3.0,-5.694,0,0.112,0.0678,0.000413,0.47,0.782,84.002,241240.0,4,10
15920,15920,Brett Young,In Case You Didn't Know,75.0,0.607,0.536,10.0,-7.306,1,0.0305,0.386,0.1775619253660327,0.102,0.434,147.986,3.74755,4,4
2653,2653,Orrin Evans,Dave,49.0,0.243,0.0652,1.0,-21.076,1,0.0354,0.962,0.497,0.115,0.0419,78.164,3.724216667,4,7
3519,3519,"Kishore Kumar, Asha Bhosle",O Nigahe Mastana,8.0,0.504,0.322,5.0,-14.529,1,0.0388,0.944,3.57e-05,0.126,0.733,115.607,3.787783333,4,3
8874,8874,Lady Gaga,Shallow - Radio Edit,79.0,0.575,0.33,7.0,-6.557,1,0.031,0.416,0.1775619253660327,0.0872,0.277,95.801,217213.0,4,9
12644,12644,Them Crooked Vultures,No One Loves Me and Neither Do I,54.0,0.231,0.904,2.0,-5.506,1,0.0895,0.0304,2.74e-06,0.15,0.598,176.073,310377.0,4,10
16116,16116,Dream Wife,Hasta La Vista,36.0,0.929,0.626,4.0,-5.996,1,0.0383,0.0483,0.000113,0.102,0.859,123.134,222215.0,4,6
9024,9024,Proux,Funk Express,27.0,0.726,0.872,5.0,-7.641,0,0.0631,0.000243,0.162,0.144,0.578,123.999,110313.0,4,6
3870,3870,Bon Iver,PDLIF,57.0,0.328,0.461,6.0,-8.79,1,0.0434,0.447,7.49e-05,0.155,0.232,126.015,177286.0,4,6
6528,6528,Bush,The Chemicals Between Us - Remastered,50.0,0.51,0.957,7.0,-3.968,1,0.149,0.00268,0.0697,0.267,0.389,97.642,217493.0,4,10
1144,1144,Dead Meadow,What Needs Must Be,45.0,0.274,0.606,4.0,-6.493,1,0.03,0.00962,0.0264,0.115,0.685,77.336,256960.0,4,10
7916,7916,Storm Orchestra,The Shining of My Soul,15.0,0.444,0.741,2.0,-5.391,0,0.0379,0.000883,1.54e-06,0.0895,0.257,95.089,210316.0,4,10
8353,8353,Wishbone Ash,Drive,33.0,0.596,0.796,4.0,-6.5,1,0.0264,0.0205,0.00312,0.129,0.696,110.019,295213.0,4,10
16701,16701,Sue Foley,The Ice Queen,38.0,0.488,0.408,4.0,-8.373,0,0.0432,0.756,0.00125,0.198,0.445,151.196,383133.0,3,10
2193,2193,Lamine Cissokho,Folon,26.0,0.338,0.356,5.952446502315104,-11.65,1,0.0325,0.874,0.842,0.121,0.493,79.298,5.145733333,4,7
6616,6616,Ocean Colour Scene,The Day We Caught The Train,58.0,0.516,0.651,2.0,-7.76,1,0.0386,0.0537,0.1775619253660327,0.256,0.483,88.628,186067.0,4,6
13510,13510,Annelie,October,48.0,0.345,0.0562,5.0,-24.913,0,0.0458,0.979,0.911,0.108,0.0503,86.078,177187.0,4,1
16768,16768,Eashwar Subramanian,Across the River,17.0,0.229,0.158,8.0,-20.951,0,0.0408,0.957,0.904,0.105,0.193,79.841,261000.0,4,6
9788,9788,Hollow Front,Falling Apart,48.0,0.534,0.979,9.0,-3.645,0,0.0987,0.00292,0.1775619253660327,0.256,0.236,119.993,244000.0,4,8
12436,12436,Doctor & The Medics,Spirit in the Sky,50.0,0.619,0.546,11.0,-10.206,0,0.042,0.0192,0.1775619253660327,0.0676,0.479,120.675,3.46843333,4,10
8249,8249,Death Cab for Cutie,I Will Follow You into the Dark,64.0,0.581,0.163,5.0,-14.686,1,0.0447,0.923,0.1775619253660327,0.118,0.475,77.748,189400.0,4,10
9590,9590,The Goon Sax,In the Stone,35.0,0.649,0.798,11.0,-5.589,0,0.0264,0.136,0.00376,0.269,0.792,111.941,247051.0,4,10
3094,3094,Nelson Freitas,Tellin Me Something,56.0,0.808,0.792,7.0,-4.436,1,0.113,0.0189,0.0115,0.0876,0.542,99.027,167876.0,4,9
3818,3818,U2,Vertigo,64.0,0.416,0.819,9.0,-3.974,1,0.0613,0.000138,0.00108,0.147,0.632,140.083,193520.0,4,1
4893,4893,Lord Huron,Love Me Like You Used To,44.51212431693989,0.511,0.701,7.0,-5.813,0,0.027,0.589,0.0022,0.15,0.797,76.019,220738.0,4,6
5394,5394,Chevron,Stay,17.0,0.771,0.824,6.0,-5.33,0,0.429,0.000449,0.553,0.0849,0.84,122.017,179016.0,4,6
7479,7479,Yuval Dayan,ליבי ער,37.0,0.594,0.817,11.0,-5.202,0,0.0543,0.056,0.1775619253660327,0.158,0.461,112.068,215933.0,4,9
8661,8661,W.A.S.P.,Wild Child,60.0,0.372,0.857,5.0,-7.816,0,0.0461,0.0608,9.01e-05,0.187,0.389,146.08,312400.0,4,8
13990,13990,Sun Seeker,IFSN,18.0,0.61,0.801,2.0,-5.937,1,0.0257,0.0117,0.000124,0.61,0.755,104.976,209464.0,4,10
16218,16218,Brooke Eden,Sunroof,46.0,0.586,0.905,8.0,-5.268,1,0.0457,0.0028,5.95e-06,0.322,0.371,94.968,222593.0,4,9
5977,5977,The Cranberries,Zombie - Acoustic Version,63.0,0.469,0.427,4.0,-7.954,0,0.0241,0.00414,3.77e-05,0.128,0.0821,84.053,241560.0,4,10
3359,3359,Twin Wild,Willow Tree,47.0,0.457,0.887,8.0,-4.138,1,0.0533,0.000186,0.1775619253660327,0.11,0.221,95.015,199413.0,4,1
1422,1422,BlabberMouf,Put in Work,40.0,0.908,0.609,10.0,-9.669,0,0.278,0.0611,0.1775619253660327,0.132,0.625,94.99,212211.0,4,5
2239,2239,Dozer,Big Sky Theory,44.0,0.356,0.849,7.0,-5.59,1,0.0399,0.000256,0.077,0.115,0.306,133.166,508307.0,4,8
9387,9387,Thomas Jack,Rise Up - Acoustic Version,34.0,0.705,0.331,2.0,-7.72,0,0.0323,0.791,0.1775619253660327,0.133,0.517,104.017,141346.0,4,9
17905,17905,Eden Ben Zaken,הייתי חוזרת,30.0,0.391,0.714,10.0,-3.769,0,0.0632,0.148,0.1775619253660327,0.0822,0.384,203.624,185920.0,3,9
11543,11543,Koevary,שבלונה,20.0,0.621,0.787,6.0,-5.149,0,0.0383,0.0199,0.1775619253660327,0.566,0.589,128.941,187827.0,4,6
9200,9200,Octopus Montage,Voices,44.0,0.478,0.969,7.0,-2.722,1,0.0618,2.06e-05,2.1e-05,0.334,0.376,150.007,255400.0,4,8
11170,11170,Fiddlehead,Heart to Heart,41.0,0.372,0.984,4.0,-5.835,0,0.0628,0.000172,0.00836,0.346,0.267,164.989,257468.0,4,10
2617,2617,Rush,Natural Science,40.0,0.412,0.821,7.0,-9.453,1,0.075,0.0156,0.00095,0.327,0.316,130.997,559893.0,4,10
13837,13837,"Ash King, Sachin-Jigar","Nazar Na Lag Jaaye (From ""Stree"")",58.0,0.527,0.622,7.0,-8.172,0,0.0842,0.7,2.82e-06,0.126,0.672,173.709,3.43625,4,3
10713,10713,M83,Kim & Jessie,45.0,0.492,0.567,5.0,-6.159,1,0.0327,0.000114,0.536,0.358,0.245,111.01,323373.0,4,6
7637,7637,serpentwithfeet,Heart Storm (with NAO),43.0,0.394,0.348,6.0,-11.233,1,0.0291,0.591,7.45e-05,0.16,0.15,81.008,193533.0,4,1
7649,7649,Alanis Morissette,You Oughta Know - 2015 Remaster,68.0,0.665,0.834,4.0,-7.737,1,0.0576,0.21,0.1775619253660327,0.452,0.411,105.292,249493.0,4,10
16942,16942,Yaw Tog,Sore - Remix,59.0,0.662,0.723,2.0,-4.683,1,0.0762,0.355,0.1775619253660327,0.103,0.226,145.987,266501.0,4,9
10907,10907,Eric Gales,Carry Yourself,39.0,0.675,0.575,7.0,-4.896,0,0.0303,0.736,0.0171,0.119,0.778,85.962,323427.0,4,2
7214,7214,Every Time I Die,The New Black,48.0,0.312,0.994,4.0,-4.38,0,0.0932,0.00966,0.1775619253660327,0.126,0.409,150.387,172653.0,4,8
4432,4432,Obituary,Redneck Stomp,51.0,0.245,0.861,2.0,-8.728,1,0.0415,0.000256,0.871,0.216,0.483,91.056,212840.0,4,8
17798,17798,Lil Durk,Watch Yo Homie,58.0,0.72,0.459,7.0,-10.786,0,0.252,0.125,0.1775619253660327,0.15,0.314,95.521,151023.0,4,5
9587,9587,jxdn,Pray,68.0,0.552,0.333,5.952446502315104,-7.836,1,0.027,0.0868,0.1775619253660327,0.557,0.274,139.657,119371.0,4,5
2685,2685,Dark Funeral,666 Voices Inside,30.0,0.447,0.994,8.0,-5.143,1,0.185,1.42e-06,0.934,0.148,0.0771,126.057,278000.0,4,8
11395,11395,Declan J Donovan,Fallen so Young,57.0,0.552,0.356,10.0,-7.608,1,0.027,0.852,0.1775619253660327,0.173,0.196,109.763,3.8694,4,0
10508,10508,"A.R. Rahman, S. P. Balasubrahmanyam, K. S. Chithra","Roja - Version, 1",47.0,0.63,0.319,4.0,-17.106,1,0.0467,0.504,0.1775619253660327,0.0926,0.431,90.956,5.10245,4,3
4286,4286,Maor Edri,ניצחת נשמה,36.0,0.66,0.682,1.0,-6.002,0,0.0404,0.474,0.1775619253660327,0.177,0.719,136.143,182760.0,4,9
6145,6145,Julia Wolf,In My Way,7.0,0.781,0.407,8.0,-9.695,1,0.143,0.325,0.1775619253660327,0.153,0.314,91.046,123280.0,4,6
771,771,Slash,"Sweet Child O' Mine (feat. Myles Kennedy and The Conspirators) - Live at Spotify, London",58.0,0.566,0.538,6.0,-5.729,1,0.0346,0.406,0.000497,0.979,0.315,121.154,396968.0,4,10
17709,17709,Miynt,Nothing personal,33.0,0.625,0.571,11.0,-9.279,1,0.0379,0.181,0.235,0.055,0.0542,119.967,271410.0,4,6
7759,7759,MO3,Mob (feat. Foogiano),42.0,0.893,0.606,11.0,-4.797,0,0.379,0.0374,0.1775619253660327,0.0886,0.56,145.142,145657.0,4,5
7570,7570,Sarah Johnsone,Tonight,26.0,0.555,0.185,5.952446502315104,-10.879,1,0.0333,0.932,0.000554,0.106,0.19,116.347,209000.0,4,6
10291,10291,Michigander,Misery,49.0,0.343,0.732,5.952446502315104,-5.189,1,0.044,0.00533,0.00302,0.0685,0.392,180.162,180772.0,4,1
3331,3331,Surfing,Lifetime,40.0,0.523,0.923,5.0,-7.203,0,0.0329,0.00152,0.878,0.353,0.796,94.012,203387.0,4,6
4497,4497,Black Mountain,What's Your Conquest?,24.0,0.122,0.88,1.0,-4.649,1,0.0687,0.000172,0.1775619253660327,0.0895,0.317,160.39,206133.0,4,10
2291,2291,The Normal,Warm Leatherette,34.0,0.482,0.368,2.0,-13.35,1,0.307,0.344,1.75e-05,0.0489,0.62,197.807,203907.0,4,6
13361,13361,Russell Dickerson,Yours,2.0,0.555,0.722,11.0,-6.005,1,0.034,0.119,0.1775619253660327,0.0861,0.559,134.058,3.616,4,4
393,393,Shreya Ghoshal,Mann Bheetar,19.0,0.616,0.547,7.0,-7.63,1,0.0342,0.739,0.0362,0.121,0.345,110.025,6.484166667,4,0
3930,3930,Merle Haggard,Are the Good Times Really Over (I Wish a Buck Was Still Silver),55.0,0.616,0.217,5.952446502315104,-15.439,1,0.0335,0.808,0.000109,0.122,0.141,130.613,4.22155,3,4
15670,15670,"Fuzon, Shafqat Amanat Ali",Khamaj,38.0,0.645,0.402,6.0,-14.454,1,0.0299,0.499,1.79e-05,0.362,0.438,80.056,6.932883333,4,0
2302,2302,Storm Seeker,How to be a Pirate,38.0,0.491,0.907,7.0,-6.087,0,0.0511,0.011,0.1775619253660327,0.0643,0.535,139.889,203613.0,4,8
6264,6264,Celeste,Tonight Tonight,61.0,0.611,0.834,11.0,-4.528,0,0.0299,0.0544,1.57e-05,0.232,0.643,109.997,219440.0,4,6
13519,13519,Alien Ant Farm,Smooth Criminal,75.0,0.653,0.964,9.0,-4.261,0,0.0582,0.00316,0.00512,0.144,0.87,126.928,209267.0,4,10
856,856,Arrested Youth,The Kid I Used to Know,63.0,0.639,0.776,9.0,-4.61,1,0.0829,0.0731,1.97e-06,0.18,0.267,160.101,145801.0,4,10
16831,16831,Left Lane Cruiser,Putain!,33.0,0.317,0.955,8.0,-5.196,1,0.131,2.83e-06,0.817,0.184,0.408,76.146,228693.0,4,8
2963,2963,Geto Boys,Damn It Feels Good to Be a Gangsta,61.0,0.785,0.793,1.0,-7.915,1,0.163,0.22,0.718,0.124,0.655,88.902,310600.0,4,5
9632,9632,Meek Mill,Middle of It (feat. Vory),58.0,0.741,0.666,1.0,-3.938,0,0.228,0.119,0.1775619253660327,0.175,0.276,148.887,206197.0,4,5
16531,16531,Alfie Templeman,Happiness In Liquid Form,61.0,0.691,0.854,6.0,-4.542,0,0.068,0.00181,0.00762,0.333,0.833,124.005,212825.0,4,9
2651,2651,Rammstein,Du hast,72.0,0.64,0.922,9.0,-6.283,0,0.0385,0.00369,0.055,0.332,0.716,125.105,234227.0,4,10
16568,16568,Teenage Wrist,Mary,39.0,0.28,0.921,5.952446502315104,-2.581,1,0.067,8e-05,0.396,0.312,0.223,140.031,226089.0,3,10
13764,13764,Living Colour,Love Rears Its Ugly Head,50.0,0.615,0.477,2.0,-8.816,1,0.092,0.0558,6.25e-05,0.231,0.731,156.008,259467.0,4,8
10914,10914,MAVI,TIME TRAVEL,49.0,0.462,0.43,6.0,-11.384,0,0.474,0.874,0.1775619253660327,0.527,0.539,67.21,225354.0,3,5
14418,14418,Matt Maeson,Hallucinogenics,73.0,0.549,0.653,5.952446502315104,-7.47,1,0.0503,0.457,0.1775619253660327,0.0969,0.287,121.348,187173.0,4,10
13794,13794,Eric Burdon,Tobacco Road,45.0,0.764,0.662,9.0,-10.231,0,0.263,0.28,0.000437,0.0918,0.808,88.784,237400.0,4,10
2992,2992,Foy Vance,She Burns,54.0,0.73,0.403,4.0,-10.146,1,0.0483,0.718,0.00242,0.0985,0.502,124.901,3.82045,4,0
9476,9476,The Rolling Stones,Citadel,44.0,0.247,0.66,9.0,-7.631,1,0.0369,0.0148,0.000286,0.0884,0.612,114.801,170840.0,4,10
8043,8043,The Lightning Seeds,Lucky You,50.0,0.572,0.857,4.0,-9.845,0,0.037,0.00341,0.0146,0.155,0.671,133.893,259667.0,4,6
16267,16267,Lackhoney,Pocketwatcher,34.0,0.871,0.451,5.952446502315104,-7.939,1,0.362,0.0408,0.1775619253660327,0.0797,0.766,94.959,171789.0,4,5
1456,1456,Idan Amedi,זוכר כמעט הכל,39.0,0.491,0.622,2.0,-9.051,0,0.0935,0.637,0.1775619253660327,0.341,0.513,80.913,209817.0,3,9
15063,15063,T-Bone Walker,T-Bone Blues,47.0,0.541,0.283,5.952446502315104,-13.659,1,0.0527,0.805,0.0367,0.0736,0.564,76.828,228627.0,4,2
9140,9140,Genesis,That's All - 2007 Remaster,62.0,0.579,0.669,4.0,-8.704,0,0.0326,0.253,0.0257,0.0911,0.798,175.181,266173.0,4,10
6020,6020,Earshot,Get Away,42.0,0.284,0.852,1.0,-5.135,1,0.18,0.000975,0.00625,0.581,0.473,103.067,272107.0,5,8
9220,9220,IMMERSE,With You,41.0,0.448,0.526,4.0,-8.513,0,0.0292,0.0069,0.139,0.208,0.119,100.007,186503.0,4,8
11243,11243,"Ennio Morricone, Raphaela Gromes, Julian Riem",Cinema Paradiso,42.0,0.241,0.0532,10.0,-21.302,1,0.0439,0.986,0.928,0.141,0.125,66.053,2.725166667,4,7
931,931,A Perfect Circle,The Doomed,54.0,0.367,0.903,4.0,-5.956,0,0.175,0.0477,0.00124,0.235,0.239,106.329,281781.0,3,10
4406,4406,fanclubwallet,What's Up,51.0,0.618,0.684,4.0,-6.163,1,0.039,0.117,0.455,0.273,0.823,170.029,141750.0,4,6
8766,8766,Big Mama Thornton,Down Home Shake-Down,20.0,0.547,0.686,5.0,-4.395,1,0.0363,0.0529,0.72,0.517,0.82,124.392,217160.0,4,2
8358,8358,Robert Johnson,When You Got a Good Friend,39.0,0.785,0.147,6.0,-11.382,1,0.125,0.938,0.00159,0.0864,0.261,100.824,158800.0,4,2
212,212,The Rapture,How Deep Is Your Love?,52.0,0.472,0.826,9.0,-3.938,0,0.0594,0.000617,0.000713,0.187,0.132,122.326,385920.0,4,10
9584,9584,Abhinav Saxena,Indian Sunrise,18.0,0.64,0.304,2.0,-10.41,1,0.0522,0.815,0.805,0.0943,0.291,119.316,153529.0,3,6
2811,2811,HYDE,ON MY OWN,52.0,0.438,0.931,4.0,-5.281,0,0.0643,0.224,0.00117,0.104,0.379,149.933,219448.0,4,10
13756,13756,Hanan Ben Ari,בשורות טובות,41.0,0.678,0.668,1.0,-6.994,0,0.0386,0.062,0.1775619253660327,0.156,0.737,74.997,223867.0,4,9
15528,15528,Dreamshade,Stone Cold Digital,41.0,0.56,0.946,7.0,-6.106,1,0.0816,0.00146,0.1775619253660327,0.312,0.334,114.989,198267.0,4,10
8334,8334,Kavinsky,Testarossa (SebastiAn Remix),42.0,0.601,0.807,1.0,-6.487,1,0.0392,0.000209,0.808,0.225,0.412,130.019,298080.0,4,1
1049,1049,Dolly Parton,Here You Come Again,65.0,0.585,0.511,1.0,-9.37,1,0.0391,0.647,0.007,0.0392,0.552,105.898,2.991516667,4,4
11222,11222,Malena Villa,Lindos Problemas,44.0,0.792,0.724,3.0,-5.872,0,0.0442,0.322,0.00146,0.151,0.667,120.005,177818.0,4,6
11343,11343,Soulwax,Krack,45.0,0.58,0.91,10.0,-5.942,0,0.0316,0.247,0.909,0.0937,0.344,112.816,326387.0,4,6
4383,4383,Ben Howard,Only Love,71.0,0.545,0.485,8.0,-9.941,1,0.151,0.3,0.00137,0.119,0.341,80.401,249173.0,4,9
10784,10784,Secrets Of The Moon,Sanctum,21.0,0.328,0.903,11.0,-9.951,0,0.0511,4.03e-05,0.11,0.0918,0.408,126.157,340870.0,4,8
7371,7371,"Asha Bhosle, Mubarak Begum",Jab Ishq Kahin Ho Jata Hai,2.0,0.332,0.653,1.0,-9.367,0,0.0788,0.843,0.00413,0.573,0.549,97.079,8.555333333,4,3
4667,4667,girl in red,Body And Mind,69.0,0.575,0.572,10.0,-5.928,0,0.0635,0.0718,0.1775619253660327,0.0995,0.551,150.894,186672.0,4,6
29,29,fijitrip,Private Social Network,30.0,0.696,0.661,6.0,-5.996,1,0.0877,0.00103,3.21e-05,0.114,0.397,121.032,180822.0,4,6
10603,10603,Olly Murs,You Don't Know Love,55.0,0.668,0.661,2.0,-5.694,0,0.0496,0.000897,0.1775619253660327,0.201,0.361,118.696,199013.0,4,9
11581,11581,The Dip,Sure Don't Miss You,62.0,0.664,0.586,4.0,-7.985,0,0.0283,0.334,2.96e-06,0.16,0.727,102.991,174520.0,4,2
17380,17380,Indigo Storm,Chatterbox,15.0,0.659,0.88,8.0,-4.016,1,0.054,0.00403,4.51e-05,0.064,0.416,126.714,223875.0,3,8
10045,10045,COBRAH,WET,46.0,0.947,0.671,11.0,-8.916,0,0.243,0.0404,0.000966,0.0639,0.532,126.045,169867.0,4,6
10019,10019,Circa Waves,Sad Happy - Acoustic,42.0,0.721,0.344,1.0,-9.743,0,0.0593,0.855,0.00267,0.932,0.442,126.001,184143.0,4,10
14553,14553,Taylor Swift,champagne problems,78.0,0.462,0.24,5.952446502315104,-12.077,1,0.0377,0.92,0.1775619253660327,0.113,0.32,171.319,244000.0,4,9
1596,1596,John Mayer,Waiting On the World to Change,73.0,0.578,0.756,2.0,-5.82,1,0.115,0.157,0.000232,0.249,0.663,176.739,201173.0,4,10
6603,6603,Mystikal,Bouncin' Back (Bumpin' Me Against the Wall) (feat. Pharrell Williams) - Extended Version,46.0,0.883,0.896,5.952446502315104,-3.695,1,0.208,0.268,1.04e-06,0.0564,0.748,93.928,259547.0,4,5
11314,11314,The Apples In Stereo,Energy,43.0,0.199,0.866,6.0,-4.88,1,0.0926,0.0803,6.46e-06,0.435,0.684,209.905,210693.0,4,10
5041,5041,Amit Ulman,אלוהים בג'ימייל (געגועים),20.0,0.602,0.732,11.0,-7.194,0,0.299,0.357,0.1775619253660327,0.106,0.662,80.892,308689.0,4,5
9347,9347,"Anhad + Tanner, Akanksha Grover",Coming Home (feat. Akanksha Grover),16.0,0.547,0.513,2.0,-12.074,1,0.0299,0.591,0.528,0.0562,0.0748,127.953,4.914266667,4,0
13226,13226,DJ Chose,THICK (feat. Megan Thee Stallion) - Remix,64.0,0.877,0.747,4.0,-5.873,1,0.365,0.0288,0.1775619253660327,0.273,0.679,145.162,205296.0,4,5
10422,10422,Sofia Kourtesis,Juntos,47.0,0.783,0.706,6.0,-11.098,0,0.0703,0.00214,0.0037,0.109,0.124,121.982,283266.0,4,1
283,283,Cody Johnson,Sad Songs and Waltzes (with Willie Nelson),54.0,0.546,0.351,11.0,-8.279,1,0.0271,0.701,3.14e-06,0.0997,0.283,105.79,211867.0,3,1
11683,11683,cleopatrick,bernard trigger,48.0,0.374,0.792,11.0,-4.118,1,0.0365,0.00044,0.0822,0.185,0.339,117.548,209049.0,4,10
15234,15234,Xavier Rudd,Follow The Sun,71.0,0.611,0.394,5.952446502315104,-10.757,1,0.0416,0.534,4.68e-05,0.108,0.202,123.941,256267.0,4,10
17359,17359,Sheryl Crow,Home,38.0,0.485,0.409,5.952446502315104,-13.92,1,0.0278,0.245,0.251,0.0887,0.301,166.177,290733.0,4,10
17162,17162,Uneven Structure,Innocent,34.0,0.515,0.687,6.0,-9.631,1,0.0585,0.00116,9.56e-05,0.106,0.332,105.967,339507.0,4,8
15835,15835,Black Label Society,Suicide Messiah,54.0,0.359,0.83,5.0,-5.723,1,0.0725,0.000217,3.83e-05,0.0601,0.205,76.727,347867.0,4,8
11491,11491,Ron Gallo,CAN WE STILL BE FRIENDS? - Sports Remix,30.0,0.759,0.617,9.0,-8.984,0,0.0781,0.0386,0.00119,0.103,0.507,106.639,166853.0,4,6
10469,10469,Rammstein,Bück dich,58.0,0.693,0.979,9.0,-5.101,0,0.0913,0.00655,0.291,0.0265,0.653,149.099,201533.0,4,8
16603,16603,Winona Oak,Old Insecurities,58.0,0.384,0.513,11.0,-8.664,0,0.0567,0.725,2.92e-05,0.131,0.265,104.878,201747.0,4,9
9589,9589,Hard-FI,Hard to Beat,57.0,0.557,0.833,10.0,-4.559,1,0.0663,0.00226,3.25e-06,0.161,0.815,125.205,253307.0,4,1
6253,6253,UNSECRET,Love It,34.0,0.847,0.654,3.0,-5.431,0,0.0378,0.0748,0.0656,0.128,0.875,119.955,138043.0,4,9
16034,16034,Backstreet Boys,Feels Like Home,19.0,0.685,0.814,2.0,-5.227,1,0.0314,0.0278,0.1775619253660327,0.0998,0.748,112.008,3.4342,4,9
3014,3014,Ali Farka Touré,Heygana,38.0,0.489,0.536,5.0,-13.289,0,0.0384,0.654,0.000433,0.337,0.61,136.908,358627.0,4,2
